UserId,User_name,User_email,Age,Gender,Total_Complaints,Avg_Complaint_Length,Avg_Sentiment_Score,Sentiment_Variance,High_Severity_Ratio,Complaint_Frequency_Index,Avg_Days_Between_Complaints,Aggressive_Score,Avg_Risk_Level,High_Risk_Complaint_Ratio,Avg_Feedback_Score,Feedback_Variance,Resolution_Rate,User_Risk_Profile,Average_Feedback_Sentiment,Cluster_Profile,average_feedback_score,average_feedback_sentiment,feedback_variance
1011,Emma Thompson,emma.thompson1011@example.com,51,Female,2,180.0,-0.7734285595,0.001012413728584,1.0,12.0,4.0,0.1215,0.618889282,0.0,3.0,0.0,50.0,2,-0.144756772,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1012,Emily White,emily.white1012@example.com,35,Male,4,228.0,-0.674718596,0.0676151022026046,1.0,0.4580152671755725,87.0,0.349,0.66643354375,0.25,3.0,4.0,50.0,3,0.084803335,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1013,Daniel Robinson,daniel.robinson1013@example.com,37,Male,2,54.0,-0.8334219755,8.810992099603258e-05,1.0,4.0,14.0,0.0204999999999999,0.603037142,0.0,4.5,0.25,100.0,2,0.762725562,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1014,Matthew Thomas,matthew.thomas1014@example.com,52,Male,11,207.27272727272728,-0.5720202732727273,0.0636025774742773,0.8181818181818182,0.990990990990991,33.2,0.2557272727272727,0.6004111342727273,0.1818181818181818,3.142857142857143,2.693877551020408,81.81818181818183,3,0.1492577274545454,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",2.0,0.1434,0.6062
1015,Sophia Robinson,sophia.robinson1015@example.com,58,Female,7,208.8571428571429,-0.1733635726355765,0.1893959298660395,0.4285714285714285,0.5210918114143921,67.0,0.226,0.4951165637142857,0.1428571428571428,3.75,1.6875,57.14285714285714,1,0.1331121521666666,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1016,Lucas Lewis,lucas.lewis1016@example.com,50,Male,7,294.57142857142856,-0.6443281004285714,0.0130799694167767,1.0,0.6752411575562701,51.66666666666666,0.2665714285714285,0.6277066327142856,0.1428571428571428,3.4,1.04,71.42857142857143,3,0.1197793034285714,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1017,John Taylor,john.taylor1017@example.com,37,Male,6,81.0,-0.7414137123333333,0.0152982855199143,1.0,0.576923076923077,62.2,0.1093333333333333,0.6042261231666667,0.0,3.25,2.1875,66.66666666666666,2,-0.0063543991666666,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1018,Emily Martin,emily.martin1018@example.com,50,Male,4,139.25,-0.63040563475,0.0015441876737662,1.0,0.3488372093023256,114.33333333333331,0.154,0.5837818315000001,0.0,3.0,2.6666666666666665,75.0,2,0.0777094509999999,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1019,Emily Johnson,emily.johnson1019@example.com,49,Male,5,166.6,-0.5855465434,0.0908996905503966,0.8,1.5625,23.75,0.184,0.5797026265999999,0.0,4.333333333333333,0.888888888888889,60.0,2,0.3158091842,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1020,Emily Martinez,emily.martinez1020@example.com,58,Male,2,338.0,-0.6467638314999999,0.0040390451378778,1.0,0.8,74.0,0.378,0.667498245,0.0,1.0,0.0,50.0,3,-0.3320500779999999,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1021,Sophia Taylor,sophia.taylor1021@example.com,44,Female,2,106.5,-0.8262195585,0.0006455831063472,1.0,0.2197802197802197,272.0,0.1725,0.6538963565,0.0,4.0,0.0,50.0,3,0.5285623145,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1022,Evelyn Taylor,evelyn.taylor1022@example.com,25,Male,2,88.5,-0.830438852,0.0133506687474688,1.0,3.5294117647058822,16.0,0.1895,0.6612176265,0.5,4.5,0.25,100.0,3,0.8761433064999999,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1023,David Martin,david.martin1023@example.com,58,Male,2,184.0,-0.233218338,0.0424174999207284,0.5,0.8955223880597015,66.0,0.128,0.44559596,0.0,,,0.0,1,0.175723448,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1024,Evelyn Garcia,evelyn.garcia1024@example.com,27,Male,3,225.66666666666663,-0.7431964673333334,0.0031415448775407,1.0,0.3092783505154639,145.0,0.1723333333333333,0.6268555186666667,0.0,4.0,0.0,33.33333333333333,2,0.4074440946666667,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1025,Amelia Thomas,amelia.thomas1025@example.com,60,Female,4,137.0,-0.71400053775,0.0213801599811143,1.0,0.3614457831325301,110.33333333333331,0.154,0.6109501749999999,0.0,4.0,0.6666666666666666,75.0,2,0.50275777275,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1026,Abigail Thompson,abigail.thompson1026@example.com,53,Male,2,469.0,-0.144719275,0.0121511515856366,0.0,0.1986754966887417,301.0,0.2455,0.4579587645,0.0,,,0.0,1,0.175723448,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1027,Charlotte Anderson,charlotte.anderson1027@example.com,47,Female,4,164.5,-0.65506426975,0.0060322406593888,1.0,0.631578947368421,63.0,0.25225,0.6261833875,0.0,2.0,0.0,25.0,3,-0.091601957,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1028,Isabella Brown,isabella.brown1028@example.com,57,Female,4,116.75,-0.72525335125,0.0303250179273396,1.0,0.6417112299465241,62.0,0.17125,0.620644839,0.25,3.333333333333333,1.5555555555555554,75.0,3,-0.07542263375,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1029,David Robinson,david.robinson1029@example.com,22,Male,5,147.6,-0.6983340977999999,0.041884206201728,1.0,0.5263157894736842,71.0,0.2387999999999999,0.6355385816,0.2,3.2,1.36,100.0,3,0.3213621824,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1030,Evelyn Martinez,evelyn.martinez1030@example.com,43,Male,2,127.5,-0.276027966,0.0583572490821474,0.5,0.5454545454545454,109.0,0.1425,0.464584089,0.0,1.0,0.0,50.0,1,-0.3589556444999999,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1031,Ethan Martinez,ethan.martinez1031@example.com,53,Male,8,287.5,-0.566928388375,0.0931325722588963,0.75,0.6956521739130435,49.142857142857146,0.254125,0.598195476,0.125,3.75,0.4375,100.0,3,0.1589315178749999,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1032,David Smith,david.smith1032@example.com,42,Male,1,31.0,-0.77533263,0.0,1.0,15.0,,0.02,0.583983105,0.0,,,0.0,1,0.175723448,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1033,Ava White,ava.white1033@example.com,44,Female,4,304.5,-0.37557791175,0.0471943754438785,0.5,0.3773584905660377,105.66666666666669,0.316,0.5576628215,0.25,4.0,0.0,50.0,3,-0.01992597825,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1034,Michael Martin,michael.martin1034@example.com,38,Male,7,189.1428571428572,-0.6228030345714286,0.041544264714714,0.7142857142857143,0.84,41.5,0.3178571428571429,0.638660986142857,0.4285714285714285,3.25,1.6875,71.42857142857143,3,0.30541222,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",3.0,0.3573,0.5064
1035,James Martinez,james.martinez1035@example.com,41,Male,7,244.57142857142856,-0.6396768775714285,0.0223473556809459,0.8571428571428571,0.9952606635071092,35.0,0.3381428571428571,0.6512449851428571,0.2857142857142857,4.0,0.5,57.14285714285714,3,0.401605608,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1036,David Martinez,david.martinez1036@example.com,28,Male,3,189.0,-0.3959177136666666,0.0488629860943639,0.6666666666666666,0.3797468354430379,118.0,0.2143333333333333,0.5286899233333333,0.0,3.5,0.25,66.66666666666666,1,0.1972958789999999,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1037,Harper Clark,harper.clark1037@example.com,41,Male,3,353.3333333333333,-0.5799161196666667,0.0034809198380831,1.0,0.7086614173228346,63.0,0.1483333333333333,0.5653894056666667,0.0,3.0,4.0,66.66666666666666,1,0.0510102359999999,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1038,Michael Martinez,michael.martinez1038@example.com,38,Male,2,162.0,-0.645900577,0.0215916680607532,0.5,0.3896103896103896,153.0,0.08,0.5629176875,0.0,3.0,4.0,100.0,1,-0.0113746524999999,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1039,Daniel Brown,daniel.brown1039@example.com,57,Male,2,347.5,-0.6290364715,0.0490281119369785,1.0,0.2912621359223301,205.0,0.2755,0.625861853,0.5,2.0,0.0,50.0,3,-0.3589273619999999,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1040,Isabella Taylor,isabella.taylor1040@example.com,49,Female,3,418.3333333333333,-0.3376156343333333,0.0824861208719938,0.3333333333333333,0.3461538461538461,129.5,0.223,0.5127750813333334,0.0,3.333333333333333,2.8888888888888893,100.0,1,0.138498922,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1041,Ava Martinez,ava.martinez1041@example.com,57,Female,10,298.0,-0.5389623246,0.0552418055886489,0.7,0.9063444108761328,36.66666666666666,0.2407,0.5844077556,0.2,3.8333333333333335,1.805555555555556,60.0,3,0.1220547258,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1042,Lucas Johnson,lucas.johnson1042@example.com,36,Male,6,388.8333333333333,-0.6731353603333333,0.0059635589365913,1.0,0.5521472392638037,65.0,0.2095,0.617093992,0.1666666666666666,4.666666666666667,0.2222222222222222,50.0,3,0.3594456586666666,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1043,Noah Robinson,noah.robinson1043@example.com,60,Male,3,178.33333333333334,-0.6093455753333333,0.0559449475365731,0.6666666666666666,0.8181818181818181,54.5,0.186,0.5881373116666667,0.3333333333333333,3.0,0.0,33.33333333333333,3,-0.037930032,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1045,Robert Smith,robert.smith1045@example.com,40,Male,4,200.0,-0.48256849125,0.0940182005130462,0.75,1.6666666666666663,23.666666666666668,0.42775,0.6315472595,0.25,4.0,0.0,50.0,3,0.174411185,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1046,Mia Lewis,mia.lewis1046@example.com,26,Female,3,248.0,-0.3883367179999999,0.0898427250037719,0.6666666666666666,0.5202312138728323,86.0,0.2723333333333333,0.5465261,0.0,2.5,2.25,66.66666666666666,2,-0.0211151989999999,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1047,Mia Smith,mia.smith1047@example.com,24,Female,3,249.66666666666663,-0.4292118696666667,0.1014625617291867,0.3333333333333333,0.4477611940298507,100.0,0.1776666666666666,0.5266771913333333,0.0,4.333333333333333,0.2222222222222222,100.0,1,0.4675560543333333,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
1048,Mia Johnson,mia.johnson1048@example.com,37,Female,2,321.0,-0.6830697655,0.0047902623929935,1.0,1.4285714285714284,41.0,0.3015,0.6525226735,0.0,5.0,0.0,100.0,3,0.8761433064999999,"Balanced users (moderate complaints, mixed sentiment, low escalation risk)",,,
1049,William Jackson,william.jackson1049@example.com,34,Male,4,253.25,-0.652128726,0.0274524379407082,0.75,0.5240174672489083,76.0,0.2225,0.6148168359999999,0.0,3.6666666666666665,1.5555555555555554,75.0,2,0.269417662,"Frequent dissatisfied users (higher complaint volume, mostly negative sentiment)",,,
1050,Sophia Robinson,sophia.robinson1050@example.com,26,Female,3,151.33333333333334,-0.6103502413333334,0.1279026550140447,0.6666666666666666,0.6122448979591836,73.0,0.1116666666666666,0.5624471616666668,0.0,4.0,0.0,66.66666666666666,1,-0.2714003773333333,"High-risk escalators (high risk profile, aggressive tone, lower resolution)",,,
